PLOTID;VISIT_NBR;STATECD;UNITCD;COUNTYCD;RETIRED_PLOT;SUBP;CONDID;TREE;STEM;OFFSET_POINT;DIST;AZIMUTH;STATUSCD;TREECLCD;TPA_UNADJ;SPCD;SPGRPCD;STANDING_DEAD_CD;MORTYR;DIA;DIACHECK;DIAHTCD;LTDMP;TOTAL_LENGTH;ACTUAL_LENGTH;HTCD;ABNORMAL_STEM_TERMINATION;RECONCILECD;BOLE_STUMP_REMOVED;FIELD_PREV_DIA;FIELD_PREV_STATUS_CD;FIELD_PREV_NBR_STEMS;CROWN_DIEBACK_CD;CROWN_LIGHT_EXPOSURE;UNCOMP_CROWN_RATIO;CROWN_DIA_WIDE;CROWN_DIA_90;FOLIAGE_ABSENT;CROWN_CLASS_CD;COMP_CROWN_RATIO;IS_MAINTAINED_AREA;IS_RIPARIAN;IS_STREET_TREE;IS_PLANTED;DMG_ROOT_STEM_GIRDLING;DMG_TRUNK_BARK_INCLUSION;DMG_TOPPING_PRUNING;DMG_EXCESS_MULCH;DMG_SIDEWALK_ROOT_CONFLICT;DMG_OVERHEAD_WIRES;DMG_IMPROPER_PLANTING;DAMAGE_AGENT_1;DAMAGE_AGENT_2;DAMAGE_AGENT_3;NBR_STEMS;CULL_FLD;CAUSE_OF_DEATH;DECAYCD;MORTALITY_CD;TREECLCD_NRS;TREECLCD_SRS;TREECLCD_PNWRS;TREECLCD_RMRS;TREE_GRADE;MOTHER_TREE;BASAL_AREA;BF_GROSS_SAWLOG_VOLUME;BF_NET_SAWLOG_VOLUME;CF_GROSS_SAWLOG_VOLUME;CF_GROSS_VOLUME;CF_NET_SAWLOG_VOLUME;CF_NET_VOLUME;CF_SND_SAWLOG_VOLUME;CF_SND_VOLUME;DRY_TOT_BIOMASS;DRY_MERCH_BIOMASS;BOLE_BIOMASS;STUMP_BIOMASS;TOP_BIOMASS;SAWLOG_BIOMASS;SAPLING_BIOMASS;WDLD_BIOMASS;BG_BIOMASS;AG_CARBON;BG_CARBON;CN;PLT_CN;SBP_CN;CND_CN;MTRE_CN;PREV_PLT_CN;PREV_TRE_CN;TREE_SITE_INDEX
1114773;1;48;5;453;250;1;1;24;24;0;41.6;238;1;3;6.018046285662292;838;27;;;18.maj;0;1;;44;;1;;;;;;;0;3;90;30.0;30.0;0;3;50;0;0;;;;;;;;;;22500;;;;5;;;;;3;;;;;1.8666315;;;;24.137607;;22.93072665;;22.93072665;1549.187576541482;1199.3705838911533;1261.461465553536;76.92062143114518;238.4498764952665;;;;301.497245726261;788.4159817399739;150.7486228631305;144183;2,51083E+14;144151;144150;4,88915E+14;;;
1114773;1;48;5;453;250;1;1;25;25;0;36.7;239;1;3;6.018046285662292;838;27;;;17.sty;0;1;;32;;1;;;;;;;0;3;85;34.0;33.0;0;3;50;0;0;;;;;;;;;;22500;;;;5;;;;;3;;;;;1.59480414;;;;15.1286366;;14.37220477;;14.37220477;942.2074009739059;728.3271624342281;790.6414292544767;50.306606999920966;155.469399752199;;;;190.82882977035686;498.2087180032984;95.41441488517843;144184;2,51083E+14;144151;144150;4,88915E+14;;;
1114773;1;48;5;453;250;1;1;26;0;0;19.wrz;239;1;3;6.018046285662292;61;23;;;07.lip;0;2;;28;;1;;;;;;;0;1;70;14.0;15.0;15;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.32336766;;;;3.86759108145376;;3.86759108145376;;3.86759108145376;160.94589866710433;93.02558338543803;;;;;;107.15393146632529;24.86997306081118;53.576965733162645;12.43498653040559;144185;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;27;0;0;46.1;240;1;3;6.018046285662292;61;23;;;05.lip;0;2;;21;;1;;;;;;;0;0;60;16.0;17.0;10;5;35;0;0;;;;;;;;;;;;;2;0;;;;;3;;;;;0.17720046;;;;1.30004243101851;;1.30004243101851;;1.30004243101851;46.66917001106111;20.898310996952432;;;;;;36.01845557682643;8.50918859869033;18.009227788413217;4.254594299345165;144186;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;28;0;0;37.9;246;1;3;6.018046285662292;61;23;;;05.lut;0;2;;20;;1;;;;;;;0;0;65;17.0;12.0;10;5;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.14747616;;;;1.150314438656;;1.150314438656;;1.150314438656;55.23180237979269;25.7337543236237;;;;;;31.870151711627674;7.579720888149005;15.935075855813837;3.7898604440745025;144187;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;29;0;0;24.sty;248;1;3;6.018046285662292;61;23;;;12.wrz;0;2;;28;;1;;;;;;;0;2;60;19.0;23.0;10;3;40;0;0;;;;;;;;;;;;;6;0;;;;;3;;;;;0.90760014;;;;11.50373395629744;;11.50373395629744;;11.50373395629744;381.67015984679585;251.9897844620243;;;;;;318.71785149959436;72.52530728925218;159.35892574979718;36.26265364462609;144188;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;30;0;0;41.4;273;1;3;6.018046285662292;61;23;;;06.wrz;0;2;;27;;1;;;;;;;0;2;70;16.0;17.0;10;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.25966494;;;;2.91752034777886;;2.91752034777886;;2.91752034777886;124.80034132490235;68.90282044599901;;;;;;80.83165174742199;18.8698101267952;40.41582587371099;9.4349050633976;144189;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;31;0;0;24.sty;274;1;3;6.018046285662292;61;23;;;8.0;0;2;;26;;1;;;;;;;0;2;60;17.0;14.0;10;4;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.349056;;;;3.8776438784;;3.8776438784;;3.8776438784;162.13745770039026;93.83444497874156;;;;;;107.43245023739904;24.888166896600094;53.71622511869952;12.444083448300047;144190;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;32;0;0;43.9;278;1;3;6.018046285662292;61;23;;;07.lip;0;2;;25;;1;;;;;;;0;1;70;12.0;10.0;10;4;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.32336766;;;;3.4114433600875;;3.4114433600875;;3.4114433600875;144.66173415024335;82.05404916779146;;;;;;94.51608515724024;21.936782528717714;47.25804257862012;10.968391264358857;144191;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;33;0;0;44.3;284;1;3;6.018046285662292;61;23;;;7.0;0;2;;27;;1;;;;;;;0;1;65;17.0;12.0;10;4;35;0;0;;;;;;;;;;;;;2;0;;;;;3;;;;;0.267246;;;;2.7276947619;;2.7276947619;;2.7276947619;93.2322442424887;48.64153027911891;;;;;;75.57241999529664;17.627944774455486;37.78620999764832;8.813972387227743;144192;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;34;34;0;39.4;285;1;3;6.018046285662292;838;27;;;07.maj;0;1;5.0;25;;1;;;;;;;0;1;50;8.0;11.0;20;3;45;0;0;;;;;;;;;;;;;;0;;;;;3;;;;;0.3067875;;;;2.652879;;2.652879;;2.652879;130.02049082562635;98.07395468477209;145.93975508736;15.288574188757517;49.70463339680697;;;;41.53501199423005;105.46648133646224;20.767505997115023;144193;2,51083E+14;144151;144150;4,88915E+14;;;
1114773;1;48;5;453;250;1;1;35;0;0;35.4;288;1;3;6.018046285662292;61;23;;;05.mar;0;2;;27;;1;;;;;;;0;0;40;10.0;10.0;10;5;20;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.15320286;;;;1.65010348383646;;1.65010348383646;;1.65010348383646;74.44148002293744;37.06312865491185;;;;;;45.717107081779425;10.857255231809967;22.858553540889712;5.4286276159049835;144194;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;37;0;0;37.7;295;1;3;6.018046285662292;61;23;;;08.mar;0;2;;21;;1;;;;;;;0;1;65;14.0;19.0;10;4;35;0;0;;;;;;;;;;;;;4;0;;;;;3;;;;;0.37572606;;;;3.01286399376171;;3.01286399376171;;3.01286399376171;107.37807262849309;57.61080527453872;;;;;;83.47320466556444;19.30435944292211;41.73660233278222;9.652179721461055;144196;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;38;0;0;37.1;305;1;3;6.018046285662292;61;23;;;09.wrz;0;2;;27;;1;;;;;;;0;1;40;17.0;18.0;10;4;35;0;0;;;;;;;;;;;;;4;0;;;;;3;;;;;0.53454654;;;;5.93899739569419;;5.93899739569419;;5.93899739569419;201.1069680409347;120.68564302777177;;;;;;164.54348624614494;37.77316103147177;82.27174312307247;18.886580515735886;144197;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;39;0;0;42.6;311;1;3;6.018046285662292;61;23;;;06.lip;0;2;;27;;1;;;;;;;0;1;50;12.0;11.0;10;4;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.24483006;;;;2.73606945921886;;2.73606945921886;;2.73606945921886;117.72384245107278;64.28637045096143;;;;;;75.80444600933404;17.725919940604243;37.90222300466702;8.862959970302121;144198;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;40;0;0;29.wrz;317;1;3;6.018046285662292;61;23;;;08.sty;0;2;;27;;1;;;;;;;0;1;50;16.0;16.0;20;4;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.35783694;;;;4.15783077871486;;4.15783077871486;;4.15783077871486;172.36644162053125;100.80979195062288;;;;;;115.19519642276242;26.67077885734594;57.59759821138121;13.33538942867297;144199;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;42;0;0;37.9;329;1;3;6.018046285662292;61;23;;;10.sie;0;2;;22;;1;;;;;;;0;1;65;12.0;17.0;20;4;35;0;0;;;;;;;;;;;;;4;0;;;;;3;;;;;0.63615456;;;;5.73431493986304;;5.73431493986304;;5.73431493986304;199.6449047916848;119.66544589322778;;;;;;158.87263599786945;36.35609215802176;79.43631799893473;18.17804607901088;144201;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;43;0;0;08.lip;330;1;3;6.018046285662292;61;23;;;08.wrz;0;2;;23;;1;;;;;;;0;1;65;17.0;16.0;10;4;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.43201134;;;;4.29028089341006;;4.29028089341006;;4.29028089341006;179.21252450737023;105.50860674783807;;;;;;118.86480632046175;27.404376391634074;59.432403160230876;13.702188195817037;144202;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;1;1;44;0;0;11.maj;332;1;3;6.018046285662292;61;23;;;08.maj;0;2;;26;;1;;;;;;;0;1;70;18.0;14.0;10;4;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.3940515;;;;4.44020863115;;4.44020863115;;4.44020863115;183.4852703507494;108.45294928983392;;;;;;123.01864425118944;28.419094726967007;61.50932212559472;14.209547363483503;144203;2,51083E+14;144151;144150;;;;
1114773;1;48;5;453;250;11;1;45;0;0;6.0;20;1;3;74.96528245115658;61;23;;;03.maj;0;2;;24;;1;;;;;;;0;0;45;6.0;8.0;0;5;20;0;0;;;;;;;;;;;;;1;;;;;;;;;;;0.0668115;;;;;;;;;32.583263192920064;;;;;;;25.677047199100823;6.34638429457468;12.838523599550411;3.17319214728734;144204;2,51083E+14;144152;144150;;;;
1114773;1;48;5;453;250;11;1;46;0;0;04.sie;334;1;3;74.96528245115658;61;23;;;03.maj;0;2;;23;;1;;;;;;;0;0;99;12.0;9.0;0;5;40;0;0;;;;;;;;;;;;;1;;;;;;;;;;;0.0668115;;;;;;;;;31.503288536073885;;;;;;;25.677047199100823;6.34638429457468;12.838523599550411;3.17319214728734;144205;2,51083E+14;144152;144150;;;;
1120060;1;48;5;491;126;1;1;1;1;4;46.4;283;1;3;6.018046285662292;838;27;;;10.sie;0;1;05.mar;35;;1;;;;;;;0;1;65;17.0;35.0;30;3;25;1;0;0;2;;;;;;;;22500;;;;10;;;;;3;;;;1;0.63615456;;;;6.827673;;6.1449057;;6.1449057;396.0066363633406;284.24657951785355;338.042569183488;28.004301012077995;87.5628625932489;;;;87.97289464345069;226.80486639440744;43.98644732172534;144291;2,51083E+14;144282;144281;4,88915E+14;;;
1120060;1;48;5;491;126;1;1;1;2;4;46.4;283;1;3;6.018046285662292;838;27;;;12.sie;0;1;05.lut;33;;1;;;;;;;0;2;85;17.0;42.0;25;3;30;1;0;0;2;;;;;;;;22500;;;;10;;;;;3;;;;1;0.89358336;;;;8.8870046;;7.99830414;;7.99830414;531.146168250559;385.2858655482527;440.0014276210176;32.948296175681634;102.00577147534007;;;;110.91149058822305;287.47774763601967;55.45574529411152;144292;2,51083E+14;144282;144281;4,88915E+14;;;
1120060;1;48;5;491;126;1;1;3;3;4;44.2;265;1;3;6.018046285662292;838;27;;;05.lip;0;1;06.lip;27;;1;;;;;;;0;1;80;10.0;13.0;35;5;20;1;0;0;2;0;1;0;0;0;0;0;22500;;;;10;;;;;3;;;;3;0.17720046;;;;1.8276078;;1.64484702;;1.64484702;79.40282142865877;47.09941057390836;90.4860610887168;11.54973770924133;39.07195275050146;;;;28.232109051563686;70.5538757742298;14.116054525781843;144293;2,51083E+14;144282;144281;4,88915E+14;;;
1120060;1;48;5;491;126;1;1;3;4;4;44.2;265;1;3;6.018046285662292;838;27;;;16.maj;1;1;05.kwi;33;;1;;;;;;;0;4;60;31.0;35.0;5;3;45;1;0;0;2;0;1;0;0;0;0;0;22500;;;;5;;;;;3;;;;3;1.4848515;;;;14.539502;;13.8125269;;13.8125269;903.0069036319276;697.4592729619247;759.852519818496;49.30116556566743;152.22796411961937;;;;184.26271283922185;480.6908247518914;92.13135641961092;144294;2,51083E+14;144282;144281;4,88915E+14;;;
1114781;1;48;5;453;258;1;1;1;0;0;24.sie;14;1;3;6.018046285662292;61;23;;;07.wrz;0;2;;17;;1;;;;;;;0;1;80;11.0;15.0;10;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.34038414;;;;2.36777094936686;;2.36777094936686;;2.36777094936686;106.71175834134235;57.18405601927036;;;;;;65.60051481477848;15.206438439204796;32.80025740738924;7.603219219602398;144313;2,51083E+14;144304;144303;;;;
1114781;1;48;5;453;258;1;1;2;0;0;22.cze;15;1;3;6.018046285662292;61;23;;;9.0;0;2;;15;;1;;;;;;;0;1;80;10.0;7.0;10;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.441774;;;;2.743377115;;2.743377115;;2.743377115;122.77315853511493;67.57638766158755;;;;;;76.006908997344;17.515158014655828;38.003454498672;8.757579007327914;144314;2,51083E+14;144304;144303;;;;
1114781;1;48;5;453;258;1;1;3;0;0;07.sie;29;1;3;6.018046285662292;61;23;;;05.sie;0;2;;16;;1;;;;;;;0;1;85;13.0;13.0;10;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.18347256;;;;1.14451733807104;;1.14451733807104;;1.14451733807104;56.00964497494198;26.180357452630002;;;;;;31.709539561661007;7.482302698607727;15.854769780830503;3.7411513493038635;144315;2,51083E+14;144304;144303;;;;
1114781;1;48;5;453;258;1;1;4;0;0;26.sty;43;1;3;6.018046285662292;61;23;;;07.maj;0;2;;15;;1;;;;;;;0;1;99;12.0;13.0;10;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.3067875;;;;1.8497998046875;;1.8497998046875;;1.8497998046875;86.27068272938293;44.303188556555;;;;;;51.24981346875;11.910686304990328;25.624906734375;5.955343152495164;144316;2,51083E+14;144304;144303;;;;
1114781;1;48;5;453;258;1;1;5;0;0;33.7;44;1;3;6.018046285662292;61;23;;;08.sty;0;2;;16;;1;;;;;;;0;1;95;15.0;13.0;10;3;35;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.35783694;;;;2.34070440277504;;2.34070440277504;;2.34070440277504;106.03678564683868;56.75217112481746;;;;;;64.85061990152415;15.014658561002099;32.42530995076208;7.507329280501049;144317;2,51083E+14;144304;144303;;;;
1114781;1;48;5;453;258;1;1;6;6;0;46.2;63;1;3;6.018046285662292;838;27;;;05.maj;0;1;;17;;1;;;;;;;0;1;80;14.0;10.0;30;3;45;0;0;;;;;;;;;;;;;;0;;;;;3;;;;;0.1649835;;;;1.261359;;1.261359;;1.261359;45.4417300840038;28.997923079864847;69.38967949056;9.10242264872469;30.96204999942218;;;;21.952445329366494;54.72707606935344;10.976222664683247;144318;2,51083E+14;144304;144303;4,88915E+14;;;
1114773;1;48;5;453;250;1;1;36;0;0;40.3;293;1;3;6.018046285662292;61;23;;;6.0;0;2;;27;;1;;;;;;;0;0;40;10.0;10.0;20;4;20;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.196344;;;;2.1539587936;;2.1539587936;;2.1539587936;94.7505740552061;49.594701980303405;;;;;;59.67672075196416;14.049775130193686;29.83836037598208;7.024887565096843;144195;2,51083E+14;144151;144150;;;;
1114757;1;48;5;453;234;1;1;54;0;0;19.0;340;1;3;6.018046285662292;61;23;;;10.lip;0;2;;25;;1;;;;;;;0;1;40;18.0;12.0;0;3;30;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.62442846;;;;7.1916639740875;;7.1916639740875;;7.1916639740875;286.19930015092035;181.4221213800527;;;;;;199.24936540047864;45.610626919268796;99.62468270023932;22.805313459634398;142016;2,51083E+14;141954;141953;;;;
1114757;1;48;5;453;234;1;1;55;0;0;18.mar;350;1;3;6.018046285662292;61;23;;;05.lip;0;2;;23;;1;;;;;;;0;1;45;10.0;8.0;0;3;30;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.17720046;;;;1.62413942265166;;1.62413942265166;;1.62413942265166;74.377596177496;37.024519733491395;;;;;;44.99775718821783;10.630505842092957;22.498878594108916;5.315252921046478;142017;2,51083E+14;141954;141953;;;;
1114757;1;48;5;453;234;1;1;56;0;0;0.4;351;1;3;6.018046285662292;61;23;;;14.0;0;2;;24;;1;;;;;;;0;1;55;25.0;19.0;0;3;40;0;0;;;;;;;;;;;;;2;0;;;;;3;;;;;1.068984;;;;11.6360539776;;11.6360539776;;11.6360539776;392.4127596701178;260.0539354642783;;;;;;322.3838570817946;73.19382068024971;161.1919285408973;36.59691034012486;142018;2,51083E+14;141954;141953;;;;
1114757;1;48;5;453;234;1;1;57;0;0;40.9;356;1;3;6.018046285662292;61;23;;;13.kwi;0;2;;10;;1;;;;;;;0;0;35;20.0;10.0;0;4;15;0;0;;;;;;;;;;;;;1;0;;;;;3;;;;;0.97932024;;;;4.221202238944;;4.221202238944;;4.221202238944;184.94466519447127;109.46062628382955;;;;;;116.9509407512869;26.583986842451427;58.47547037564345;13.291993421225714;142019;2,51083E+14;141954;141953;;;;
1114686;1;48;5;453;163;1;1;1;1;0;37.0;15;1;3;6.018046285662292;973;41;;;13.lut;0;1;;48;;1;;;;;;;5;4;85;30.0;35.0;55;3;45;1;0;0;2;;;;;;;;22500;;;;10;;;;;3;;;;;0.95030496;;;;15.16487052;;13.648383468;;13.648383468;633.0360338749314;488.3317450287898;556.1334108472896;40.90943008824964;126.50729120678312;;;;139.4542014912422;361.7750660711612;69.7271007456211;142134;2,51083E+14;142125;142124;4,88915E+14;;;
1114686;1;48;5;453;163;1;1;2;2;0;20.kwi;31;1;3;6.018046285662292;461;41;;;05.wrz;0;1;;30;;1;;;;;;;10;4;99;15.0;15.0;50;3;45;1;0;0;2;;;;;;;;22500;;;;10;;;;;3;;;;;0.18985374;;;;1.654731;;1.4892579;;1.4892579;71.21310465157995;45.35384132334886;52.36588198296;5.818393510652333;22.60964020436982;;;;16.12823777931318;40.39695784899108;8.06411888965659;142135;2,51083E+14;142125;142124;4,88915E+14;;;
1114686;1;48;5;453;163;1;1;3;3;0;17.mar;66;1;3;6.018046285662292;973;41;;;06.maj;0;1;6.0;35;;1;;;;;;;5;3;80;15.0;25.0;20;3;55;1;0;0;2;;;;;;;;22500;;;;5;;;;;3;;;;;0.2304315;;;;2.548089;;2.42068455;;2.42068455;102.61338712448264;73.34497936118144;98.63611749576;11.830622773196136;37.48755286192632;;;;29.360058655152486;73.97714656544123;14.680029327576243;142136;2,51083E+14;142125;142124;4,88915E+14;;;
1114686;1;48;5;453;163;1;1;4;4;2;40.3;84;1;3;6.018046285662292;461;41;;;9.0;0;1;;35;;1;;;;;;;5;4;90;30.0;25.0;50;3;55;1;0;0;2;;;;;;;;;;;;0;;;;;3;;;;;0.441774;;;;4.82427;;4.82427;;4.82427;203.25199466018617;168.30290139363194;169.632911448;13.780757737178142;52.04996243762314;;;;45.98126502786725;117.73181581140064;22.990632513933626;142137;2,51083E+14;142125;142124;4,88915E+14;;;
1114686;1;48;5;453;163;1;1;5;5;2;21.0;108;1;3;6.018046285662292;973;41;;;13.kwi;0;1;;45;;1;;;;;;;5;4;80;30.0;35.0;50;3;35;1;0;0;2;;;;;;;;22500;;;;5;;;;;3;;;;;0.97932024;;;;14.6404452;;13.90842294;;13.90842294;610.5356072358464;497.49195047039984;566.729291220768;41.298646771398055;127.77584169277988;;;;141.75680340005673;367.90188984247294;70.87840170002836;142138;2,51083E+14;142125;142124;4,88915E+14;;;
1114686;1;48;5;453;163;1;1;6;6;2;36.2;168;1;3;6.018046285662292;973;41;;;19.lut;0;1;;47;;1;;;;;;;15;3;75;40.0;40.0;60;3;40;1;0;0;2;;;;;;;;22500;;;;10;;;;;3;;;;;2.01056256;;;;31.75456908;;28.579112172;;28.579112172;1360.18973079135;1061.16568661326;1164.5187994949183;68.34023334744701;217.5009779647044;;;;277.1151163252296;725.1800054035349;138.5575581626148;142139;2,51083E+14;142125;142124;4,88915E+14;;;
1114686;1;48;5;453;163;1;1;7;7;2;44.9;201;1;3;6.018046285662292;973;41;;;05.maj;0;1;;25;;1;;;;;;;0;2;65;25.0;20.0;30;3;45;1;0;0;2;;;;;;;;;;;;0;;;;;3;;;;;0.1649835;;;;1.227359;;1.227359;;1.227359;50.74256453281904;33.697693106923445;50.0114426448;6.849890750352126;22.025903036958034;;;;15.821855188884083;39.44361821605508;7.910927594442041;142140;2,51083E+14;142125;142124;4,88915E+14;;;
1114668;1;48;5;453;145;1;1;1;1;0;41.1;8;1;3;6.018046285662292;919;43;;;05.sie;1;1;04.kwi;21;;1;;;;;;;0;3;90;15.0;20.0;45;3;40;0;0;;2;;;;;;;;;;;;0;;;;;3;;;;;0.18347256;;;;0.9316162;;0.9316162;;0.9316162;67.79165589056294;45.30692433666621;34.89994076010624;4.182961066682655;15.046761189466123;;;;10.817500460196728;27.064831508127508;5.408750230098364;142171;2,51083E+14;142159;142157;4,88915E+14;;;
1114668;1;48;5;453;145;1;1;2;0;0;39.6;16;1;3;6.018046285662292;61;23;;;06.maj;1;2;;17;;1;;;;;;;0;2;99;10.0;15.0;30;3;60;0;0;;2;;;;;;;;;;;1;0;;;;;3;;;;;0.2304315;;;;1.5567930972875;;1.5567930972875;;1.5567930972875;73.31155854094604;36.38107717765495;;;;;;43.13188683620856;10.10386507820729;21.56594341810428;5.051932539103645;142172;2,51083E+14;142159;142157;;;;
1114683;1;48;5;453;160;1;1;2;2;0;43.6;338;2;3;6.018046285662292;993;43;1;;08.mar;0;1;02.maj;17;;1;;;;;;;;;;;;;;;1;0;0;2;;;;;;;;;;;;1;;1;;;;;;;;0.37572606;;;;1.79361615;;1.7756799885;;1.7756799885;105.46408319337797;80.58337580464456;64.62325735675064;6.085611787206101;20.93564065509839;;;;18.405963727498484;45.822254899527564;9.202981863749242;142200;2,51083E+14;142189;142187;4,88915E+14;;;
1114683;1;48;5;453;160;1;1;1;1;0;44.7;337;2;3;6.018046285662292;993;43;1;;08.lut;0;1;01.sie;15;;1;;;;;;;;;;;;;;;1;0;0;2;;;;;;;;;;;;2;;1;;;;;;;;0.36672696;;;;1.492123;;1.46228054;;1.46228054;92.55003216411305;69.83909551083944;53.21754610976644;5.054875125273067;17.401376630289686;;;;15.206332633546134;37.836898932664596;7.603166316773067;142199;2,51083E+14;142189;142187;4,88915E+14;;;
1114670;1;48;5;453;147;1;1;1;1;0;40.9;58;1;3;6.018046285662292;602;40;;;06.sie;0;1;04.lip;36;;1;;;;;;;0;3;39;17.0;16.0;0;4;22;0;1;;;;;;;;;;;;;;0;;;;;3;;;;;0.25219296;;;;2.72283884;;2.72283884;;2.72283884;152.371549915095;109.95667769742937;95.061927853152;9.364827983079437;36.42861542135822;;;;27.87972513706174;70.42768562879482;13.93986256853087;142265;2,51083E+14;142256;142255;4,88915E+14;;;
1114670;1;48;5;453;147;1;1;2;2;0;39.1;195;1;3;6.018046285662292;404;29;;;27.wrz;0;1;;59;;1;;;;;;;5;4;45;35.0;25.0;10;3;33;0;1;;;;;;;;;;;;;;12;;;;;3;;;;;4.24544814;;;;85.73176296;;75.4439514048;;75.4439514048;4828.561358432006;3558.0829070489485;3276.5609870910257;126.68647618726617;556.6445286052517;;;;752.1259805874755;1979.9459959417718;376.06299029373776;142266;2,51083E+14;142256;142255;4,88915E+14;;;
1114670;1;48;5;453;147;1;1;3;3;0;16.wrz;287;1;3;6.018046285662292;404;29;;;34.0;0;1;;64;;1;;;;;;;5;5;63;79.0;67.0;3;3;45;0;1;;;;;;;;;;;;;;19;;;;;3;;;;;6.304824;;;;138.592677;;112.26006837;;112.26006837;8084.244170559332;5491.3668559430225;4875.499673336448;170.89884537142217;775.9602724489532;;;;1103.2884390076372;2911.179395578412;551.6442195038186;142267;2,51083E+14;142256;142255;4,88915E+14;;;
1114670;1;48;5;453;147;1;1;4;4;0;38.5;341;1;3;6.018046285662292;313;41;;;07.cze;0;1;;48;;1;;;;;;;0;3;75;24.0;21.0;0;4;58;0;1;;;;;;;;;;;;;;2;;;;;3;;;;;0.31502304;;;;4.87398608;;4.7765063584;;4.7765063584;246.8909824619093;190.69891346238506;137.99900050180608;8.48250317633228;52.340374236375965;;;;39.12441431977181;99.41093895725716;19.562207159885904;142268;2,51083E+14;142256;142255;4,88915E+14;;;
1114670;1;48;5;453;147;11;1;5;5;0;06.lut;47;1;2;74.96528245115658;461;41;;;01.mar;0;1;;11;;1;;;;;;;0;1;35;6.0;4.0;0;5;30;0;1;;;;;;;;;;;;;;;;;;;;;;;;0.00921726;;;;;;;;;2.434014968779692;;;;;;2.5572426426067274;;0.6707171125317554;1.2786213213033637;0.3353585562658777;142269;2,51083E+14;142257;142255;4,88915E+14;;;
1114670;1;48;5;453;147;11;1;6;6;0;06.lut;99;1;2;74.96528245115658;461;41;;;01.sty;0;1;;12;;1;;;;;;;0;1;21;7.0;5.0;0;5;15;0;1;;;;;;;;;;;;;;;;;;;;;;;;0.00659934;;;;;;;;;1.949807728291157;;;;;;1.616887271868843;;0.4633117179494723;0.8084436359344215;0.23165585897473615;142270;2,51083E+14;142257;142255;4,88915E+14;;;
1114670;1;48;5;453;147;11;1;7;7;0;05.mar;156;1;2;74.96528245115658;461;41;;;01.mar;0;1;04.kwi;12;;1;;;;;;;0;1;55;10.0;4.0;0;5;20;0;1;;;;;;;;;;;;;;;;;;;;;;;;0.00921726;;;;;;;;;2.6317516397065885;;;;;;2.5572426426067274;;0.6707171125317554;1.2786213213033637;0.3353585562658777;142271;2,51083E+14;142257;142255;4,88915E+14;;;
1114670;1;48;5;453;147;11;1;8;8;0;06.cze;247;1;2;74.96528245115658;461;41;;;01.sty;0;1;;14;;1;;;;;;;0;1;61;5.0;5.0;0;5;22;0;1;;;;;;;;;;;;;;;;;;;;;;;;0.00659934;;;;;;;;;2.239174357677904;;;;;;1.616887271868843;;0.4633117179494723;0.8084436359344215;0.23165585897473615;142272;2,51083E+14;142257;142255;4,88915E+14;;;
